,Country,Distance,Price,Rating,Review Count
88,IT,585.658257332094,€,4.5,111
89,IT,2014.496789558154,€,4.5,387
90,IT,1599.5263660242358,€,4.5,234
91,IT,544.1680786045879,€,4.5,103
92,IT,1627.181478143654,€€€,4.5,178
93,IT,1427.273143784262,€€,4.0,399
94,IT,2076.180793440676,€€,4.0,440
95,IT,529.057582365852,€€,4.0,113
96,IT,1209.970378413502,€€,4.5,181
97,IT,1255.932835108952,€€,4.0,316
98,IT,1447.186353956168,€€,5.0,89
99,IT,1996.7833302272159,€,4.5,160
100,US,810.389297919572,$$,4.0,5342
101,US,624.294256602738,$,4.5,2071
102,US,1576.689148581274,$,4.5,8717
103,US,761.712601766026,$$$$,4.5,1757
104,US,797.492936802724,$$,4.0,4773
105,US,201.728871266272,$$,4.0,1671
106,US,256.874253866654,$$$$,4.0,2060
107,US,142.650270879128,$,4.0,2338
108,US,864.193595932798,n/a,4.5,1209
109,US,628.630928846404,n/a,4.5,991
110,US,99.39792504093799,$$,4.0,1558
111,US,446.186263006662,$$$,4.0,1604
112,US,0.326575480434,n/a,4.0,1745
113,US,370.08690200967396,$$,4.5,1296
114,US,485.56005679734193,$$$,4.0,2048
115,US,1983.5545827859958,$$,4.0,9235
116,US,1126.675756124386,$$,4.0,4213
117,US,1126.457139838238,$$$$,4.5,2447
118,US,66.821338225852,$$,4.0,1662
119,US,459.703460341848,$$$,4.0,1288
120,US,35.674374481758,n/a,4.0,521
121,US,4392.452459236568,$,4.5,7204
122,US,3311.7762446339216,$$,4.0,2815
123,US,3565.569290737386,$$$,4.0,1663
124,US,1012.1224139810279,n/a,4.5,212
125,US,2563.221157541102,$,4.5,663
126,US,2578.596139474666,$,4.0,532
127,US,1629.614463549726,n/a,4.5,164
128,US,1228.058013961526,n/a,4.5,176
129,US,3775.9018886956655,$$$,4.0,2065
130,US,2759.4385831033596,$$,4.0,496
131,US,2497.806706274458,$,4.5,359
132,US,2891.547129002218,$$,4.5,472
133,US,2549.2769743013996,$$,5.0,151
134,US,3676.379817074986,$$,4.0,2332
135,US,2833.348290902276,$,5.0,165
136,US,3391.846867249668,$$,5.0,307
137,US,4084.956314442428,n/a,4.0,1624
138,US,3045.3928495521936,$$,3.5,1248
139,US,2240.670898608588,$$,3.5,1009
140,US,370.794643875484,n/a,4.5,1626
141,US,1075.01956571433,n/a,5.0,340
142,US,2019.141898411114,n/a,5.0,343
143,US,4347.9288822139215,$$$,4.5,2499
144,US,2968.582114730884,n/a,4.5,645
145,US,4298.0379147293415,$,4.0,2093
146,US,4045.2712244062077,$$,4.0,1894
147,US,4234.744058111096,$$$$,4.0,1725
148,US,932.4788702896499,n/a,4.5,91
149,US,4051.4803890065114,$$,4.5,1130
150,US,1178.20169090006,n/a,4.5,128
151,US,4451.112503924918,n/a,5.0,362
152,US,3132.366302863612,n/a,4.5,211
153,US,4208.866347597604,$,4.0,1389
154,US,1987.981435362166,$$$,3.5,593
155,US,4233.735758159962,$$,4.0,930
156,US,3951.0666805834394,$$,4.0,709
157,US,4054.542250249826,$$,4.5,373
158,US,3386.40466323822,n/a,4.5,147
159,US,1452.937544649322,$$,4.0,226
160,FR,0.28887830027399997,n/a,4.5,765
161,FR,839.394111837176,€,4.5,1384
162,FR,817.9877254358099,€€,4.5,504
163,FR,494.10240374455196,€€€,4.5,293
164,FR,405.734565309848,n/a,4.5,194
165,FR,1325.5677113239758,€€,4.5,570
166,FR,1196.558559374044,n/a,4.5,343
167,FR,609.907998125746,€€,4.5,195
168,FR,797.8428034563079,€€€,4.5,206
169,FR,810.89883218351,€,4.5,136
170,FR,608.023392266928,€,4.5,136
171,FR,823.297594545596,€€€,4.0,371
172,FR,378.602296857102,€€€,4.5,114
173,FR,1045.8884552996778,€€,4.5,252
174,FR,460.80769208477795,€€,4.0,168
175,FR,193.54288498141398,€€€,4.5,107
176,FR,679.3302615365579,€€€€,4.0,182
177,FR,376.74431752858396,€€,4.0,185
178,FR,779.806004223006,€€€,4.5,148
179,FR,903.0438204054,€€,4.5,200
180,JP,6.862211115006001,n/a,4.0,126
181,JP,2257.784468890628,??,4.5,297
182,JP,112.744679107932,???,5.0,35
183,JP,1461.23378038022,????,4.5,74
184,JP,2251.6449986902317,??,4.5,190
185,JP,2397.84215675962,?,4.5,133
186,JP,1803.8097785607902,????,4.5,74
187,JP,1428.2783151784358,??,4.0,88
188,JP,1161.493658365554,??,4.5,56
189,JP,1411.5212338231458,??,4.5,33
190,JP,2020.7573622716818,????,5.0,42
191,JP,1405.33234722871,?,4.5,41
192,JP,3129.676398879392,?,4.5,168
193,JP,3051.3428156223717,?,4.5,108
194,JP,1333.321323633998,??,4.5,28
195,JP,2005.9438711783519,????,4.5,64
196,JP,948.0609029874519,?,4.5,28
197,JP,1129.297068911268,??,4.0,45
198,JP,713.470211921854,?,4.5,26
199,JP,2617.5968557446777,?,5.0,56
200,GB,1136.848258597024,££,4.5,1147
201,GB,4.824450162012,n/a,4.0,876
202,GB,450.078254330644,n/a,4.5,403
203,GB,701.4598502503119,n/a,4.5,296
204,GB,578.0713267798819,££,4.5,371
205,GB,1357.088049833836,£,4.5,306
206,GB,1208.4472589649358,£££,4.5,286
207,GB,688.441579214454,n/a,4.5,167
208,GB,540.3629639599579,n/a,4.5,158
209,GB,1070.411209841752,n/a,4.5,166
210,GB,1326.6552926743318,££,4.5,272
211,GB,1371.322058470402,££,4.0,410
212,GB,1560.7091164454318,£££,4.0,427
213,GB,1580.0654137056679,£££,4.0,441
214,GB,1453.3908347333359,££,4.5,238
215,GB,1630.9403120323,££,4.5,287
216,GB,1763.030867441166,££,4.5,287
217,GB,892.5204081049899,££,4.5,112
218,GB,1487.7881472308839,££,4.0,294
219,GB,1324.470262144476,££,4.5,178
220,IT,791.708205210894,€€,4.5,385
221,IT,223.68144481100998,n/a,5.0,111
222,IT,341.39284279469996,€,5.0,133
223,IT,1432.92456119104,€,4.5,387
224,IT,1937.402467624622,n/a,4.5,355
225,IT,1397.94910569041,€€,4.0,440
226,IT,436.52648821132397,€,4.5,108
227,IT,727.6371043211919,€€,4.0,143
228,IT,690.443944504422,€,4.5,80
229,IT,1966.808640316582,€,4.5,234
230,IT,523.2030376048219,€,4.5,85
231,IT,1623.063060084636,n/a,4.5,198
232,IT,1695.8317022104377,€€,4.5,284
233,IT,1789.3445537933478,€€,4.5,238
234,IT,1617.955837941112,€€,4.0,319
235,IT,1814.4480620098518,€,4.0,287
236,IT,1448.087311894906,€,4.5,120
237,IT,1521.93884720271,€€,4.5,213
238,IT,1259.9717754292678,€€,4.5,78
239,IT,2307.774581536182,€€,5.0,89
240,ES,3.8822762212039996,n/a,4.5,858
241,ES,1679.808874022514,€€,4.0,879
242,ES,1269.949702741348,€€,4.5,316
243,ES,122.764960386396,€€,4.5,146
244,ES,1553.4824105809118,n/a,4.5,258
245,ES,1761.6409335913856,€€,4.0,745
246,ES,2178.748579313648,n/a,4.5,667
247,ES,190.72973564785198,€€,5.0,44
248,ES,2012.266250111778,€€,4.5,601
249,ES,1673.250662405488,€€,4.5,125
250,ES,2736.233980214376,€,4.5,419
251,ES,1393.6593494092258,n/a,4.5,198
252,ES,2128.3952980147396,€€,4.5,315
253,ES,1415.498253177622,€,4.0,203
254,ES,2826.4901594641697,€€,4.5,415
255,ES,169.8957063504,€€,4.0,93
256,ES,1469.7495107750378,€,5.0,95
257,ES,2211.184464751214,€€,4.5,277
258,ES,693.213214700082,€€,4.0,117
259,ES,1060.29515641802,€€,4.5,75
260,US,205.78186450440197,$$,4.0,519
261,US,222.250342595624,$$,4.0,533
262,US,63.02493204183,$$$,3.5,426
263,US,1816.0118409507159,$$$,4.0,503
264,US,1647.4205709751238,$$,4.0,600
265,US,1147.406267040348,$$$,4.0,303
266,US,1458.54351670851,$,4.0,303
267,US,1709.8739916212098,$$,4.0,385
268,US,2075.009941941908,$$,4.5,223
269,US,378.18259450355794,$$,3.5,334
270,US,1802.8272566959076,$$$,4.0,488
271,US,1689.1955612007237,$$,4.5,169
272,US,1499.046350057286,$$$,3.5,470
273,US,1076.179099851416,$$$$,4.0,215
274,US,2709.177987074666,$$$$,4.5,227
275,US,1576.3338188621258,$$,4.0,209
276,US,1268.037942971512,$$$,3.5,334
277,US,1500.356047847356,$$$,4.0,330
278,US,2798.59040304185,$$,4.0,633
279,US,1593.24254768188,$$$,4.0,231
280,AU,45.70992437347199,n/a,4.5,245
281,AU,1032.014109691144,$$$,4.0,223
282,AU,650.431861524972,n/a,4.5,58
283,AU,672.633725376258,$$,4.5,78
284,AU,719.390408098844,$$$,4.0,125
285,AU,1135.25811062026,$$$$,4.0,115
286,AU,1694.0942669540718,$$$,4.5,108
287,AU,498.16806039633997,$$$$,4.0,83
288,AU,831.4798564958259,$$,4.5,46
289,AU,714.1721995924939,$$$,4.0,91
290,AU,698.5863913830519,$,4.5,53
291,AU,2556.726100770894,$$,4.0,248
292,AU,16.219034414571997,$$$$,4.0,37
293,AU,2443.348484012494,$$,4.0,247
294,AU,1489.4850844117539,$,4.0,103
295,AU,1762.955837435422,$$$,4.5,75
296,AU,673.324389730658,n/a,4.5,43
297,AU,1595.171794218288,$$,4.0,123
298,AU,1148.1265879904,$$,4.0,97
299,AU,680.94267907744,$$,4.0,78
300,FR,3.789462686592,n/a,4.5,568
301,FR,1715.502311297506,n/a,4.5,1641
302,FR,999.795772581702,€€,4.5,304
303,FR,288.665975380714,€€€,4.5,166
304,FR,859.722842814504,€€€,4.0,385
305,FR,674.94743696224,€€€€,4.5,105
306,FR,206.15744583624198,€€€€,4.0,119
307,FR,652.2060603833639,€€,4.0,173
308,FR,1806.8078906280239,€€€,4.0,432
309,FR,1210.812261343256,€€,4.5,173
310,FR,544.095386969864,€€€€,4.5,81
311,FR,868.804181224078,€€€,4.0,237
312,FR,323.08812192567,€€€,4.5,56
313,FR,1127.47890465435,n/a,4.0,263
314,FR,1100.880634686618,€€,3.5,364
315,FR,1743.56748067398,€€€€,4.0,353
316,FR,1454.4060812396458,€€€€,4.5,134
317,FR,1127.48436836365,€€€,4.0,122
318,FR,390.48042195765595,€€€€,4.0,85
319,FR,173.301073170014,€€,3.5,169
320,DE,2249.8754677225097,n/a,4.5,501
321,DE,759.2441090087319,€,4.5,149
322,DE,1067.649950940612,€€,4.0,259
323,DE,966.291032717756,€,4.0,250
324,DE,1508.10082858226,€€,4.0,595
325,DE,1084.6297652737699,€€,4.0,264
326,DE,540.86877115339,€€,4.0,227
327,DE,911.942565512584,€€,4.0,260
328,DE,1042.0999688387299,€€,4.0,205
329,DE,1041.53807823844,€€,4.0,275
330,DE,2070.6405548737876,n/a,4.5,274
331,DE,1799.4020183897098,€,4.0,495
332,DE,827.8476252006959,€€,4.0,167
333,DE,1033.45887439846,€€,4.0,201
334,DE,847.6707007453539,€€€,4.0,166
335,DE,733.457641474946,€€,4.0,188
336,DE,481.273454983492,€€€,4.0,137
337,DE,620.53221723068,€€€€,4.5,86
338,DE,1670.718542781954,€€,4.0,647
339,DE,2567.23549877765,€€€,4.5,292
340,GB,2.5308113910479997,n/a,4.5,269
341,GB,4374.425204194135,£,4.0,1
342,AU,1453.67125836592,n/a,4.5,44
343,AU,280.464952871302,$$$,3.0,2
344,GB,304.857047995588,n/a,4.5,536
345,GB,13.385216649258,n/a,4.5,393
346,GB,1115.96679995763,££,4.5,276
347,GB,859.5865444302899,n/a,4.5,142
348,GB,1238.7590259432397,£££,4.0,520
349,GB,1537.330603287094,££,4.0,633
350,GB,2107.134916088062,££,4.5,323
351,GB,1897.30734543705,n/a,4.5,265
352,GB,719.7273900545199,££,4.5,71
353,GB,1199.515642766384,££,4.5,73
354,GB,807.200703726202,n/a,4.0,113
355,GB,1515.956663916006,££,4.0,193
356,GB,1729.553744012554,£££,4.5,162
357,GB,1006.9156974497499,££,4.5,70
358,GB,1684.1399040810738,££,4.0,220
359,GB,349.52314881237,££,4.0,45
360,GB,2452.180324832528,£££,4.0,266
361,GB,1221.918061602866,££,4.5,81
362,GB,1038.955492609318,n/a,4.5,64
363,GB,695.979262836128,££,4.0,95
364,US,701.989592352894,$$$,4.5,1622
365,US,575.194498598398,$$,4.5,1119
366,US,537.985167650506,$$,4.0,1722
367,US,524.381637110086,n/a,4.5,366
368,US,586.847313041206,$$,4.0,1227
369,US,175.965625221214,$$,4.5,571
370,US,200.85433756379598,$$,3.5,1752
371,US,315.23897404336,$$$,4.0,619
372,US,1821.840291872986,$$,4.0,1901
373,US,155.68006655966,$$,4.0,482
374,US,2134.621854108688,$$$,4.5,2584
375,US,276.557022322092,$,4.5,428
376,US,2525.757071611758,$$$,4.0,3869
377,US,568.9101012155099,$$,4.0,826
378,US,338.866361493856,$,4.0,516
379,US,273.253319441486,$$,4.0,549
380,US,696.40149217534,$$$$,4.5,261
381,US,1770.725261028142,$,4.5,616
382,US,948.705516882422,$$$,4.0,557
383,US,273.36708400795396,$$,4.0,301
384,US,1153.1551045565539,$$$,4.5,7007
385,US,1166.33050302051,$$,4.5,4873
386,US,1262.1432736627999,$$,4.5,4493
387,US,1013.4003471009798,n/a,4.5,1483
388,US,1645.1436698229618,$$,4.0,5757
389,US,1160.312432578344,$$$,4.5,1855
390,US,1217.41985427071,$$,4.0,3661
391,US,863.8302903246099,$$$,4.5,1905
392,US,1286.931875884144,$$,4.0,4377
393,US,972.7546214192079,$$$,4.0,2401
394,US,1379.722169534402,$$,4.0,3309
395,US,1256.457314669734,n/a,4.5,1063
396,US,1663.584738965746,$,4.0,4118
397,US,1736.6077722012258,$$,4.0,3908
398,US,1686.876614109854,$$$,4.5,1988
399,US,1370.2892399025,$$$,4.0,2862
400,US,849.6504446694798,$,4.5,1388
401,US,1428.980538456452,$$$,4.0,2542
402,US,799.15395174452,$,4.5,963
403,US,15.921915649762,n/a,4.0,1194
404,US,21.250412870048,n/a,4.5,1166
405,US,483.10026558049395,$$,4.5,1586
406,US,495.781075399224,$$,3.5,4213
407,US,1959.557895418614,$$,4.0,8683
408,US,1340.920553084358,$$,4.5,2965
409,US,496.70513364338797,n/a,4.5,461
410,US,957.439278407364,$$,4.0,4981
411,US,2819.746700099358,$$,4.0,9235
412,US,372.899001892622,$$$$,4.0,882
413,US,1720.8289458676759,$$,4.0,5363
414,US,1996.4014734349798,$$,4.0,4028
415,US,436.81474273141396,$$,4.5,418
416,US,1881.3660420683082,$,4.5,1641
417,US,1207.4769487719739,$,4.5,1315
418,US,1160.499108132578,$,4.5,988
419,US,1894.2325140398739,$$,4.0,2983
420,US,1547.034805683406,$$,4.5,1574
421,US,1064.105454585856,$,4.0,1350
422,US,1266.892646504472,$,4.5,925
423,US,1802.410820819762,$$$,4.0,2775
424,IT,0.299108874654,n/a,4.5,617
425,IT,150.20945286919198,€€,4.5,356
426,IT,595.6778776546199,n/a,4.5,355
427,IT,1399.292155120772,n/a,4.5,783
428,IT,1104.28255462182,€,4.5,387
429,IT,247.12577321611997,€€,4.0,399
430,IT,514.919445975502,€,4.5,234
431,IT,134.28902312305198,€€,5.0,89
432,IT,519.808023669428,€€€,4.5,178
433,IT,785.173852059368,€€,4.5,291
434,IT,1079.4732953950381,€€,4.0,440
435,IT,726.644229893958,€,4.0,287
436,IT,875.2227309362898,n/a,4.5,198
437,IT,1453.8172050653018,€,4.5,439
438,IT,1152.989819062128,n/a,4.5,186
439,IT,366.41759602709595,€€,4.0,181
440,IT,1101.5004536411418,€€,4.0,319
441,IT,1192.0201145185379,€€€,4.5,217
442,IT,358.824621276646,€€€,4.5,111
443,IT,1139.5553875081978,€€,4.0,316
444,IT,188.680335465176,€,4.5,764
445,IT,91.356953486668,€€,4.0,351
446,IT,160.56523052157797,n/a,4.5,132
447,IT,497.03771357136196,€€,4.5,163
448,IT,73.982527698038,n/a,4.5,99
449,IT,537.310583821386,€€,4.5,149
450,IT,265.74286536981,€€€,4.5,170
451,IT,611.7460118212899,n/a,4.5,93
452,IT,627.38756306218,€,4.5,129
453,IT,157.55085832672,€€€,4.0,172
454,IT,199.803295795338,€€,4.0,118
455,IT,1117.735539291006,€€,4.5,172
456,IT,370.07440419710196,€€,4.0,119
457,IT,270.833069708438,€€€,4.5,67
458,IT,448.59020578029197,€€€,4.5,62
459,IT,73.826537429584,€€€,4.5,44
460,IT,635.976256748314,€€,4.5,52
461,IT,489.096785511654,n/a,4.0,69
462,IT,525.919685279294,€€€,4.0,76
463,IT,428.59533093755795,€€€€,4.5,36
464,US,590.1057498546979,$,4.5,8717
465,US,445.641905361002,$,4.5,3186
466,US,409.980020645116,$$$$,4.5,2093
467,US,270.47420314277196,$$$$,4.5,2375
468,US,640.5128814402799,$$,4.0,4741
469,US,146.042336503642,$$,4.0,3363
470,US,530.017157778212,$$,4.0,3056
471,US,485.0295294977739,n/a,4.5,1447
472,US,207.46253930457198,$$,4.0,2808
473,US,891.3790635332539,$,4.5,2071
474,US,570.9391892743099,n/a,4.5,991
475,US,954.2455484881859,n/a,4.5,1209
476,US,651.956187173868,$$,4.0,2128
477,US,345.42151713515597,$$,4.0,2813
478,US,269.21040807472,$$,4.0,1619
479,US,176.29842385849398,$$,4.0,1712
480,US,921.641627676936,$$$$,4.0,2060
481,US,607.7826918126299,$$,4.0,1685
482,US,973.63994236677,$$,4.0,1671
483,US,509.23997310543797,$,4.0,1537
484,US,752.0805418976299,$$,4.0,10452
485,US,276.564732509098,$$,4.0,6297
486,US,1138.423884694298,$$$,4.0,3869
487,US,1347.8373710367719,$$$,4.5,2584
488,US,1502.570678967832,n/a,5.0,801
489,US,845.6442912720498,$$$,4.0,1554
490,US,1581.283332605812,$$$,4.0,2349
491,US,360.38578970709597,$$$,4.5,884
492,US,1544.274975715252,$$$,4.0,1970
493,US,385.831873945116,$$,3.5,1856
494,US,892.521893686744,$,4.5,780
495,US,1243.71689071312,$$,4.0,2648
496,US,2166.438358171276,$$,4.5,3634
497,US,1469.654436761462,$$,4.0,2312
498,US,4.253939292946,n/a,4.0,538
499,US,551.65577564306,$,4.0,1269
500,US,604.7807342274659,$,4.5,426
501,US,1197.591330949218,$$,4.0,1366
502,US,1120.857547846546,$$,4.0,1489
503,US,1057.28816095492,$$,4.5,667
504,FR,714.5409372059839,€€,4.5,570
505,FR,1235.5723357600239,n/a,4.5,765
506,FR,1605.9355883236758,€,4.5,1384
507,FR,536.637416855202,€€,4.5,246
508,FR,957.3526696831219,€€,4.5,504
509,FR,287.70133280043,€€€,4.5,226
510,FR,836.944711967774,n/a,4.5,194
511,FR,831.791021902024,€€€€,4.0,336
512,FR,0.0,n/a,4.5,95
513,FR,826.2588081481119,€€€,4.5,206
514,FR,734.230883961558,€€,4.5,195
515,FR,744.2704341897099,€€€,4.0,313
516,FR,822.6503714276839,€€,4.5,162
517,FR,1600.054713472774,n/a,4.5,343
518,FR,213.87883561891599,€€€,4.0,291
519,FR,638.777117161636,€€€€,4.5,118
520,FR,240.47647762218,n/a,4.5,133
521,FR,677.0875036590339,€€€€,4.0,182
522,FR,865.57479476786,€,4.5,136
523,FR,1320.784153203892,€€€,4.5,293
524,BE,280.297086478318,n/a,4.5,280
525,BE,398.75181382417196,€€,4.0,473
526,BE,409.368115459108,€€,4.5,369
527,BE,609.80094096653,€€,4.5,258
528,BE,475.74322103964795,€€,4.0,481
529,BE,212.07440659609597,€€,4.5,189
530,BE,485.016737658784,€€,4.0,344
531,BE,99.389205958686,€€,4.0,241
532,BE,175.56754290216398,€€,4.0,141
533,BE,22.74583541628,€€,4.0,98
534,BE,413.858253721438,€€,4.5,106
535,BE,349.126249519154,€€,4.0,177
536,BE,283.070984492082,€€,4.5,48
537,BE,587.4188413350199,€€,4.5,99
538,BE,170.601836945002,€€,4.0,124
539,BE,542.23973651726,€€,4.0,134
540,BE,1488.758148913368,€€,4.5,104
541,BE,857.938655748336,€€,4.0,181
542,BE,1271.494273243708,€€€€,4.5,78
543,BE,0.841280553792,n/a,3.5,232
544,GB,1608.341731869756,££,4.5,1147
545,GB,802.492917356668,n/a,4.5,343
546,GB,1198.48107355843,n/a,4.5,403
547,GB,1560.8433297687418,n/a,4.0,876
548,GB,1030.138548966862,n/a,4.5,296
549,GB,1056.3968794948,£,4.5,306
550,GB,1301.546150319422,££,4.5,287
551,GB,497.667391825528,n/a,4.5,166
552,GB,697.951689574076,£££,4.0,427
553,GB,1267.5076400139399,£££,4.0,529
554,GB,1254.3298030780159,££££,4.5,252
555,GB,1475.0912089285418,££,4.5,371
556,GB,1.911336835284,n/a,4.0,277
557,GB,874.29469697859,n/a,4.5,167
558,GB,1220.147336987666,££,4.5,287
559,GB,677.55250700237,££,4.5,189
560,GB,1450.1176803446099,£££,4.0,441
561,GB,1163.65797668961,£££,4.5,232
562,GB,1297.401116512682,£,4.0,327
563,GB,1203.279857322386,n/a,4.5,158
564,FR,1.0810998944399999,n/a,4.5,515
565,FR,73.25040046881199,n/a,4.5,63
566,FR,675.817942164828,€€€€,5.0,23
567,FR,811.15429961978,€€,4.0,68
568,FR,575.682191704526,€€€,4.0,34
569,FR,161.094662343408,€€€,3.5,54
570,FR,459.842527595532,€€,5.0,12
571,FR,479.020948850786,€€,4.0,29
572,FR,410.44701940911796,€€€,4.5,19
573,FR,1240.69530738759,€€,4.0,30
574,FR,301.945647650356,€€€,4.5,14
575,FR,577.73041900021,€,4.0,26
576,FR,570.763838323788,€€€,3.5,34
577,FR,685.3381747902479,€€,3.5,36
578,FR,592.925218422704,€€,4.5,21
579,FR,582.157836937522,€€€,3.5,32
580,FR,457.75754281331393,€€,3.5,46
581,FR,760.6125794128,€€,4.5,12
582,FR,950.9517782931259,€€,3.5,31
583,FR,458.6248840534619,€€,3.5,33
584,DE,0.9561386667899999,n/a,4.0,228
585,DE,891.867994865578,n/a,4.5,45
586,DE,115.359762622476,€€,4.0,23
587,DE,277.032451935552,n/a,4.5,13
588,DE,2273.009415757474,€€,4.5,23
589,DE,891.867994865578,€€€,3.5,22
590,DE,2176.6785385408016,€€,4.0,25
591,DE,1070.99374859611,€€,3.5,10
592,DE,693.3473771682479,€€,3.0,8
593,DE,665.8675709378319,n/a,3.0,8
594,DE,2452.79022494183,n/a,4.5,5
595,DE,2694.7454251499958,€€€€,5.0,2
596,DE,2412.263166198034,€€,3.5,11
597,DE,3670.990561154208,n/a,3.5,8
598,DE,1969.4675162256017,n/a,4.5,2
599,DE,2443.545412671868,€€,4.5,4
600,DE,9.883686131954,n/a,4.0,1
601,DE,2384.15678001482,n/a,4.0,4
602,DE,2185.588599561262,n/a,3.5,4
603,DE,2345.561961823568,€€,4.0,6
604,CH,1571.0731356888919,$$,5.0,2
605,IT,4917.851367885486,€€,4.0,3
606,IT,3476.504885693832,n/a,5.0,1
607,IT,4871.820757089442,€€,4.5,2
608,CH,3809.9200645074457,$$$,3.0,4
609,IT,4927.59237717507,n/a,5.0,1
610,IT,5051.359530228234,n/a,4.0,1
611,IT,355.703713992468,€€,5.0,92
612,IT,1513.5689479566618,n/a,4.5,104
613,IT,691.246869336126,€€€,5.0,11
614,IT,173.60093585952401,n/a,4.0,11
615,IT,387.80592321965196,€€,4.5,10
616,IT,461.88161367908197,n/a,5.0,9
617,IT,136.49043222795598,€€€€,5.0,3
618,IT,110.58729478619999,€€€,5.0,4
619,IT,301.949500893118,n/a,5.0,6
620,IT,379.77547739271796,€€€,4.0,8
621,IT,395.694035315504,€€,4.5,4
622,IT,551.31096650136,€€€,3.5,9
623,IT,183.54007405425398,€,4.5,3
624,IT,247.72187516613,€€,4.0,8
625,IT,305.623654046842,n/a,4.5,3
626,IT,1630.6645220114438,€,5.0,2
627,IT,739.2913719980199,€,3.5,3
628,IT,357.95675169017596,€€€,3.0,7
629,IT,1207.824763517058,€€,3.0,5
630,IT,213.64001857521998,n/a,5.0,1
631,IT,527.903941470912,€,4.5,856
632,IT,443.375170731488,€€,4.5,528
633,IT,501.26225376305604,€€€,4.5,427
634,IT,515.66706197569,€€,4.5,288
