,Country,Distance,Food Type,Monument,Price,Rank of Distance,Rating,Review Count
2760,DE,898.3628749748128,German,Cologne Cathedral,2,26,4.0,109
2761,DE,1744.436663351879,Italian,Cologne Cathedral,2,43,4.5,179
2762,DE,1978.113806398335,Burgers,Cologne Cathedral,2,48,4.5,272
2763,DE,577.0309930818453,American (Traditional),Cologne Cathedral,2,17,3.5,168
2764,DE,967.9388606211946,Cafes,Cologne Cathedral,3,31,4.5,46
2765,DE,777.0339919754965,Bakeries,Cologne Cathedral,2,23,4.0,139
2766,DE,1000.358265704644,Mongolian,Cologne Cathedral,3,33,3.5,231
2767,DE,140.5694543407604,Asian Fusion,Cologne Cathedral,4,3,4.5,43
2768,DE,1177.475284621439,Japanese,Cologne Cathedral,3,37,4.5,95
2769,DE,1555.3337983817066,Burgers,Cologne Cathedral,2,42,4.0,264
2770,DE,1310.9960185163593,Ice Cream & Frozen Yogurt,Cologne Cathedral,1,39,4.5,135
2771,DE,597.9927622527333,Vietnamese,Cologne Cathedral,2,18,4.0,104
2772,DE,247.099202165456,Chinese,Cologne Cathedral,2,7,4.0,95
2773,DE,1151.3670989839088,Gastropubs,Cologne Cathedral,2,36,4.0,213
2774,DE,963.0788450523428,Hungarian,Cologne Cathedral,1,30,4.5,73
2775,DE,2579.5048500442394,Burgers,Cologne Cathedral,2,50,4.0,310
2776,DE,1753.0641223547634,Italian,Cologne Cathedral,2,44,4.5,152
2777,DE,1128.2141661599544,Sushi Bars,Cologne Cathedral,2,35,4.0,141
2778,DE,464.5056199619326,Beaches,Cologne Cathedral,n/a,11,4.5,42
2779,DE,640.9253374364506,Lounges,Cologne Cathedral,3,20,4.0,73
2780,DE,436.8626257346749,Seafood,Cologne Cathedral,2,10,4.0,60
2781,DE,182.57641265569669,Bars,Cologne Cathedral,2,6,4.0,46
2782,DE,667.4527305023579,Coffee & Tea,Cologne Cathedral,2,21,4.0,60
2783,DE,887.1806084582398,Korean,Cologne Cathedral,3,25,4.0,76
2784,DE,1521.1083973606815,German,Cologne Cathedral,2,41,4.5,89
2785,DE,1944.3308305319595,Middle Eastern,Cologne Cathedral,1,47,4.5,132
2786,DE,918.8019888284799,French,Cologne Cathedral,3,27,4.0,65
2787,DE,845.0911637572184,Turkish,Cologne Cathedral,2,24,4.0,65
2788,DE,631.9884959232588,Cafes,Cologne Cathedral,2,19,4.0,79
2789,DE,2053.3636718980374,French,Cologne Cathedral,4,49,4.5,90
2790,DE,1330.7897825278187,Spanish,Cologne Cathedral,2,40,4.5,72
2791,US,3323.177692979713,American (Traditional),Pentagon,2,36,4.0,10483
2792,US,2014.3618601985625,Landmarks & Historical Buildings,Pentagon,n/a,16,5.0,802
2793,US,2113.6176902491625,Halal,Pentagon,2,20,4.0,1603
2794,US,3519.1259067200854,Bars,Pentagon,2,39,4.0,6317
2795,US,3581.079930532818,Bakeries,Pentagon,2,41,4.5,3642
2796,US,1301.9088819385759,"Beer, Wine & Spirits",Pentagon,1,8,5.0,236
2797,US,3301.1919016801635,American (New),Pentagon,2,35,4.0,2643
2798,US,2257.4538674814376,Landmarks & Historical Buildings,Pentagon,n/a,25,5.0,271
2799,US,2015.7746255009886,Landmarks & Historical Buildings,Pentagon,n/a,17,4.5,274
2800,US,2839.348158594252,Mexican,Pentagon,1,31,4.5,493
2801,US,3161.185993376284,Vietnamese,Pentagon,1,33,4.0,1404
2802,US,1619.2287081449226,Landmarks & Historical Buildings,Pentagon,n/a,11,4.5,191
2803,US,1971.6575134565594,Landmarks & Historical Buildings,Pentagon,n/a,15,4.5,195
2804,US,1348.1040968548207,Ethiopian,Pentagon,2,9,4.5,279
2805,US,1901.1147961541724,Landmarks & Historical Buildings,Pentagon,n/a,13,4.5,220
2806,US,2381.58404952498,Landmarks & Historical Buildings,Pentagon,n/a,27,4.5,242
2807,US,3335.2749726279285,Seafood,Pentagon,3,37,4.0,851
2808,US,3776.767736241698,American (New),Pentagon,3,48,4.0,1972
2809,US,1645.92248723029,Parks,Pentagon,n/a,12,4.5,188
2810,US,311.98743037769583,Landmarks & Historical Buildings,Pentagon,n/a,2,4.5,72
2811,US,3662.515858618025,Italian,Pentagon,3,45,4.0,1933
2812,US,1142.535517099835,Portuguese,Pentagon,2,6,4.0,339
2813,US,3651.7765606567127,Italian,Pentagon,2,44,4.0,1834
2814,US,2621.713598549747,Seafood Markets,Pentagon,2,30,4.0,653
2815,US,2616.628775292296,Irish,Pentagon,2,29,4.5,279
2816,US,2232.7093223579154,Mediterranean,Pentagon,1,24,4.5,275
2817,US,1469.347816791719,Landmarks & Historical Buildings,Pentagon,n/a,10,5.0,55
2818,US,1967.6407754745821,Burgers,Pentagon,2,14,3.5,626
2819,US,2374.03448374926,Landmarks & Historical Buildings,Pentagon,n/a,26,5.0,110
2820,US,1058.1734390553088,Coffee & Tea,Pentagon,2,5,4.5,107
2821,US,2037.8944198464635,Ethiopian,Pentagon,2,19,4.0,258
2822,US,1254.2811902266578,Pizza,Pentagon,2,7,4.0,333
2823,US,2429.304169441822,Diners,Pentagon,1,28,4.0,673
2824,US,105.13696779728043,Landmarks & Historical Buildings,Pentagon,n/a,1,4.0,88
2825,US,2115.1877095507634,Tapas Bars,Pentagon,2,21,3.5,761
2826,US,3338.123266534179,Landmarks & Historical Buildings,Pentagon,n/a,38,4.0,539
2827,US,3175.488994751887,Southern,Pentagon,2,34,4.0,1034
2828,US,3695.327942325838,Seafood,Pentagon,3,46,4.5,890
2829,US,3533.288029942416,Seafood,Pentagon,2,40,3.5,1860
2830,US,998.2430089053638,Mediterranean,Pentagon,2,4,3.5,341
2831,US,2037.6734504440117,Gay Bars,Pentagon,2,18,4.0,300
2832,US,3772.2058918815555,Indian,Pentagon,3,47,4.0,1067
2833,US,2131.633802346763,Steakhouses,Pentagon,3,22,4.0,364
2834,US,3056.245254486901,Bars,Pentagon,2,32,4.0,408
2835,US,3985.6430383711763,Sandwiches,Pentagon,2,49,4.5,668
2836,US,4197.324858388236,American (Traditional),Pentagon,2,50,4.0,1491
2837,US,3646.890295665837,Mexican,Pentagon,1,43,4.0,1272
2838,US,3638.074502027895,Vegetarian,Pentagon,2,42,4.5,446
2839,US,998.2430089053638,Vietnamese,Pentagon,2,3,3.5,284
2840,US,2134.839934372612,Halal,Pentagon,2,23,4.0,306
2841,IT,114.5027649496993,Parks,Vesuvio,n/a,2,4.5,12
2842,IT,42.63679055055477,Landmarks & Historical Buildings,Vesuvio,n/a,1,5.0,5
2843,IT,3946.4276379961116,Restaurants,Vesuvio,n/a,3,2.0,1
2844,MX,14.193292605259824,Landmarks & Historical Buildings,Mayan Pyramids of Chichen Itza,n/a,1,4.5,136
2845,MX,3141.7683851908355,Landmarks & Historical Buildings,Mayan Pyramids of Chichen Itza,n/a,12,4.5,53
2846,MX,484.6251710309662,Yucatan,Mayan Pyramids of Chichen Itza,2,4,4.0,20
2847,MX,2249.0733305958915,Mexican,Mayan Pyramids of Chichen Itza,1,9,4.0,29
2848,MX,2722.001662388419,Mexican,Mayan Pyramids of Chichen Itza,1,10,4.5,13
2849,MX,1290.93720501229,Mexican,Mayan Pyramids of Chichen Itza,1,5,4.0,6
2850,MX,205.89817063905528,Landmarks & Historical Buildings,Mayan Pyramids of Chichen Itza,n/a,2,3.5,3
2851,MX,477.03109441506246,Juice Bars & Smoothies,Mayan Pyramids of Chichen Itza,n/a,3,4.0,2
2852,MX,3159.771698166446,Buffets,Mayan Pyramids of Chichen Itza,n/a,13,3.5,6
2853,MX,1843.1080466234118,Buffets,Mayan Pyramids of Chichen Itza,n/a,6,3.0,5
2854,MX,1872.8013184623626,Mexican,Mayan Pyramids of Chichen Itza,2,7,3.5,3
2855,MX,2748.351659147554,Mexican,Mayan Pyramids of Chichen Itza,1,11,3.5,3
2856,MX,2199.1268477005306,Mexican,Mayan Pyramids of Chichen Itza,n/a,8,5.0,1
2857,US,231.71345874252097,Breakfast & Brunch,"Cloud Gate, Chicago",2,5,4.5,4497
2858,US,341.6277445040163,Art Schools,"Cloud Gate, Chicago",n/a,7,4.5,1486
2859,US,935.6612816010838,Tapas/Small Plates,"Cloud Gate, Chicago",2,19,4.0,5765
2860,US,130.95836303593043,Parks,"Cloud Gate, Chicago",n/a,2,4.5,1063
2861,US,205.85325439487627,Gastropubs,"Cloud Gate, Chicago",3,4,4.0,2404
2862,US,2046.1822870662131,American (New),"Cloud Gate, Chicago",3,49,4.5,7009
2863,US,63.377109496743806,Landmarks & Historical Buildings,"Cloud Gate, Chicago",n/a,1,4.5,607
2864,US,1055.975245266095,Seafood,"Cloud Gate, Chicago",3,28,4.5,1990
2865,US,1204.785983664966,Steakhouses,"Cloud Gate, Chicago",3,40,4.5,1860
2866,US,1219.1135737019015,Pizza,"Cloud Gate, Chicago",2,41,4.0,4387
2867,US,1094.2605414627433,Mexican,"Cloud Gate, Chicago",2,32,4.0,3312
2868,US,1078.7198317437264,Italian,"Cloud Gate, Chicago",3,31,4.0,2544
2869,US,860.3855486725962,Seafood,"Cloud Gate, Chicago",3,15,4.0,1813
2870,US,816.7673747482821,Coffee & Tea,"Cloud Gate, Chicago",1,14,4.5,1388
2871,US,607.8542658005732,Coffee & Tea,"Cloud Gate, Chicago",1,12,4.5,964
2872,US,1055.3793273453427,Asian Fusion,"Cloud Gate, Chicago",2,27,4.0,2271
2873,US,2029.2333036139164,Bars,"Cloud Gate, Chicago",2,48,4.5,4884
2874,US,1381.1045250655682,Hot Dogs,"Cloud Gate, Chicago",1,46,4.0,4122
2875,US,908.801661126851,Italian,"Cloud Gate, Chicago",3,18,4.0,1423
2876,US,1270.9487248102675,Italian,"Cloud Gate, Chicago",2,45,4.0,3914
2877,US,1103.6544068115854,Specialty Food,"Cloud Gate, Chicago",2,34,4.0,2713
2878,US,1156.4139411850988,Asian Fusion,"Cloud Gate, Chicago",3,38,4.0,2403
2879,US,1161.2919475947997,American (New),"Cloud Gate, Chicago",2,39,4.0,1464
2880,US,995.4256346305266,Italian,"Cloud Gate, Chicago",2,23,4.0,1592
2881,US,177.3154627456224,American (New),"Cloud Gate, Chicago",2,3,4.0,979
2882,US,1076.4232553129355,Mexican,"Cloud Gate, Chicago",3,30,4.0,1997
2883,US,1028.3243099660258,Jazz & Blues,"Cloud Gate, Chicago",2,25,4.0,1583
2884,US,281.3218368371698,Pizza,"Cloud Gate, Chicago",2,6,3.5,1878
2885,US,960.3647294275371,Steakhouses,"Cloud Gate, Chicago",4,20,4.0,1038
2886,US,986.5984244889485,Czech,"Cloud Gate, Chicago",3,22,4.5,730
2887,US,1234.5589166568166,American (New),"Cloud Gate, Chicago",3,42,4.0,1466
2888,US,1125.2095382282969,Japanese,"Cloud Gate, Chicago",2,36,4.0,1335
2889,US,393.3622410827513,Cheese Shops,"Cloud Gate, Chicago",2,8,4.0,603
2890,US,530.1076931263999,Salad,"Cloud Gate, Chicago",2,11,4.5,654
2891,US,1147.6264817099047,Breakfast & Brunch,"Cloud Gate, Chicago",2,37,4.0,1644
2892,US,469.7639473050265,Asian Fusion,"Cloud Gate, Chicago",2,9,4.5,439
2893,US,1673.369204219805,French,"Cloud Gate, Chicago",3,47,4.5,1904
2894,US,2090.3571786146986,Diners,"Cloud Gate, Chicago",2,50,4.0,3667
2895,US,1102.4141539596912,Sushi Bars,"Cloud Gate, Chicago",3,33,4.0,979
2896,US,1235.3704549948104,Peruvian,"Cloud Gate, Chicago",3,43,4.0,902
2897,US,1119.2722412903265,Steakhouses,"Cloud Gate, Chicago",4,35,4.0,1088
2898,US,978.191402057499,American (New),"Cloud Gate, Chicago",2,21,4.0,1238
2899,US,474.50102351989415,Performing Arts,"Cloud Gate, Chicago",2,10,4.5,355
2900,US,1067.3449716218818,Cafes,"Cloud Gate, Chicago",1,29,4.5,551
2901,US,775.5616574751474,American (New),"Cloud Gate, Chicago",2,13,4.0,672
2902,US,1000.7872875048167,Seafood,"Cloud Gate, Chicago",3,24,4.5,530
2903,US,1240.2724010565328,Wine Bars,"Cloud Gate, Chicago",3,44,4.5,685
2904,US,903.9345718104433,American (Traditional),"Cloud Gate, Chicago",4,16,4.5,669
2905,US,904.874505431794,Polish,"Cloud Gate, Chicago",1,17,4.5,614
2906,US,1047.670141034074,Tapas Bars,"Cloud Gate, Chicago",3,26,4.0,1302
2907,US,25.419632376395448,Landmarks & Historical Buildings,"Angkor Wat, Cambodia",n/a,1,5.0,3
2908,US,0.6038030308572224,American (New),Yellowstone National Park,3,5,3.5,47
2909,US,36.91138524185058,Landmarks & Historical Buildings,Yellowstone National Park,n/a,6,4.5,11
2910,US,0.027327539217759447,Landmarks & Historical Buildings,Yellowstone National Park,n/a,1,4.5,5
2911,US,0.027327539217759447,Parks,Yellowstone National Park,n/a,2,5.0,1
2912,US,0.027327539217759447,Landmarks & Historical Buildings,Yellowstone National Park,n/a,3,5.0,1
2913,US,0.5554862656372139,American (Traditional),Yellowstone National Park,n/a,4,3.0,7
2914,US,193.16989784399084,Landmarks & Historical Buildings,Yellowstone National Park,n/a,7,3.0,1
2915,TR,152.01934786338234,Museums,Hagia Sophia,n/a,1,4.5,170
2916,TR,191.3701879162051,Landmarks & Historical Buildings,Hagia Sophia,n/a,2,4.5,111
2917,TR,450.9537545098856,Landmarks & Historical Buildings,Hagia Sophia,n/a,15,4.5,97
2918,TR,423.0636979584677,Landmarks & Historical Buildings,Hagia Sophia,n/a,14,4.5,107
2919,TR,1000.9225612865515,Turkish,Hagia Sophia,2,31,4.5,95
2920,TR,471.5062665891348,Cafes,Hagia Sophia,2,18,5.0,50
2921,TR,286.25603665052506,Turkish,Hagia Sophia,2,8,4.0,71
2922,TR,874.9656107429802,Turkish,Hagia Sophia,1,28,4.5,49
2923,TR,1038.8692447820408,Landmarks & Historical Buildings,Hagia Sophia,2,32,4.0,122
2924,TR,1230.6530425866667,Public Markets,Hagia Sophia,2,35,4.5,69
2925,TR,376.36594145622104,Museums,Hagia Sophia,n/a,12,4.5,30
2926,TR,1661.6443454151868,Turkish,Hagia Sophia,3,41,4.5,50
2927,TR,330.15421863529957,Turkish,Hagia Sophia,2,10,4.0,33
2928,TR,1295.0560033021618,Turkish,Hagia Sophia,2,36,4.0,87
2929,TR,557.2375035012617,Turkish,Hagia Sophia,2,23,4.5,35
2930,TR,2003.579891961355,Landmarks & Historical Buildings,Hagia Sophia,n/a,43,4.5,77
2931,TR,2086.742248115289,Cafes,Hagia Sophia,2,44,4.5,51
2932,TR,731.6804948875124,Kebab,Hagia Sophia,2,26,4.0,36
2933,TR,214.8975568697784,Day Spas,Hagia Sophia,3,4,4.5,24
2934,TR,1588.3670460682843,Landmarks & Historical Buildings,Hagia Sophia,n/a,39,4.5,32
2935,TR,483.85380979130474,Bakeries,Hagia Sophia,2,19,4.5,27
2936,TR,1967.3505193769,Coffee & Tea,Hagia Sophia,1,42,4.5,40
2937,TR,2442.09985952162,Breakfast & Brunch,Hagia Sophia,2,47,4.5,79
2938,TR,527.108124201136,Parks,Hagia Sophia,n/a,21,4.5,23
2939,TR,755.987067160589,Italian,Hagia Sophia,3,27,5.0,25
2940,TR,455.48312769677153,Seafood,Hagia Sophia,3,16,4.0,26
2941,TR,998.7363293567003,Hookah Bars,Hagia Sophia,1,30,5.0,17
2942,TR,1209.590650356433,Coffee & Tea,Hagia Sophia,1,34,5.0,23
2943,TR,350.9104403182575,Hookah Bars,Hagia Sophia,2,11,4.5,17
2944,TR,286.18708259297364,Turkish,Hagia Sophia,2,7,4.5,26
2945,TR,643.3522638781725,Turkish,Hagia Sophia,2,24,4.5,21
2946,TR,2748.973758473258,Turkish,Hagia Sophia,2,49,4.5,70
2947,TR,265.7727334673654,Turkish,Hagia Sophia,2,6,4.5,20
2948,TR,1393.8096408320894,Local Flavor,Hagia Sophia,n/a,38,4.5,28
2949,TR,2989.3221619326723,Wraps,Hagia Sophia,1,50,4.5,68
2950,TR,1334.2349449230567,Burgers,Hagia Sophia,2,37,4.5,36
2951,TR,214.47704480731556,Seafood,Hagia Sophia,3,3,3.5,38
2952,TR,547.8417985027289,Greek,Hagia Sophia,1,22,4.0,23
2953,TR,523.553409772588,Turkish,Hagia Sophia,2,20,4.5,19
2954,TR,1590.9035997341111,Delis,Hagia Sophia,2,40,4.0,40
2955,TR,2347.159259797063,Seafood,Hagia Sophia,3,46,4.5,35
2956,TR,982.83119595787,Cafes,Hagia Sophia,1,29,4.5,20
2957,TR,1059.9465340224472,Cafes,Hagia Sophia,1,33,4.5,25
2958,TR,693.4340401949428,Meatballs,Hagia Sophia,1,25,4.5,13
2959,TR,466.36433961261247,Turkish,Hagia Sophia,2,17,4.0,22
2960,TR,264.8790159670879,Turkish,Hagia Sophia,1,5,4.0,24
2961,TR,2700.0353115395624,Coffee & Tea,Hagia Sophia,1,48,4.5,45
2962,TR,293.6072748636069,Mediterranean,Hagia Sophia,2,9,4.5,14
2963,TR,416.13920578694336,Turkish,Hagia Sophia,3,13,4.5,14
2964,TR,2327.7249000793404,Turkish,Hagia Sophia,2,45,4.5,39
2965,DK,6.143227719702637,Landmarks & Historical Buildings,Nyhavn,n/a,1,4.0,132
2966,DK,1105.8606265366238,Cafes,Nyhavn,1,40,4.0,237
2967,DK,1382.8553000145707,Cafes,Nyhavn,1,45,4.5,165
2968,DK,1258.7282990356643,Bagels,Nyhavn,1,42,4.5,133
2969,DK,947.6077334683736,Lounges,Nyhavn,3,31,4.5,105
2970,DK,225.54835774160995,Scandinavian,Nyhavn,4,4,5.0,34
2971,DK,205.38701879845541,Breakfast & Brunch,Nyhavn,2,3,4.0,123
2972,DK,1593.8232513992632,Danish,Nyhavn,3,49,4.5,166
2973,DK,778.5087198796576,Landmarks & Historical Buildings,Nyhavn,n/a,25,4.0,123
2974,DK,1009.1471475074097,American (Traditional),Nyhavn,1,34,4.5,69
2975,DK,794.9007591669973,Landmarks & Historical Buildings,Nyhavn,n/a,27,4.5,48
2976,DK,686.1530821753965,Cafes,Nyhavn,2,24,4.0,122
2977,DK,1082.7233399853362,Desserts,Nyhavn,1,38,4.5,75
2978,DK,1125.4801709052692,Danish,Nyhavn,2,41,4.5,99
2979,DK,918.0062139373732,Burgers,Nyhavn,2,29,4.0,97
2980,DK,437.5856047133742,Cocktail Bars,Nyhavn,3,10,4.0,71
2981,DK,284.0995800134597,Steakhouses,Nyhavn,3,6,4.0,58
2982,DK,1385.3885662576738,Breakfast & Brunch,Nyhavn,1,46,4.5,112
2983,DK,472.9127375709933,Vietnamese,Nyhavn,1,12,4.0,66
2984,DK,437.7676115572037,Chocolatiers & Shops,Nyhavn,2,11,4.5,38
2985,DK,984.9140333065942,Open Sandwiches,Nyhavn,3,33,4.5,47
2986,DK,1275.3843360207438,Beer Bar,Nyhavn,2,43,4.5,67
2987,DK,331.77017125434907,Scandinavian,Nyhavn,3,7,3.5,88
2988,DK,922.9452369189427,Italian,Nyhavn,2,30,4.5,48
2989,DK,644.0462342369543,Juice Bars & Smoothies,Nyhavn,2,21,4.0,86
2990,DK,569.5043907613083,Salad,Nyhavn,1,16,4.0,47
2991,DK,625.7433711326928,French,Nyhavn,2,20,4.0,58
2992,DK,960.190899222067,Museums,Nyhavn,1,32,4.0,61
2993,DK,607.4365144826573,Steakhouses,Nyhavn,2,19,4.5,51
2994,DK,599.1851955707261,Coffee & Tea,Nyhavn,1,18,4.5,44
2995,DK,402.9119737282466,Danish,Nyhavn,4,8,4.5,30
2996,DK,553.3471834741384,Modern European,Nyhavn,3,15,4.0,47
2997,DK,433.84599034140285,French,Nyhavn,2,9,4.5,33
2998,DK,108.8901013665511,Scandinavian,Nyhavn,2,2,4.0,67
2999,DK,484.8840963179974,Danish,Nyhavn,3,13,4.5,24
3000,DK,651.4808939558582,Tapas/Small Plates,Nyhavn,1,22,4.5,35
3001,DK,1512.1938356837893,Open Sandwiches,Nyhavn,2,48,4.5,74
3002,DK,569.5043907613083,International,Nyhavn,2,17,4.5,29
3003,DK,778.8173652175958,Burgers,Nyhavn,2,26,3.5,117
3004,DK,804.8003782450602,Bakeries,Nyhavn,2,28,4.0,49
3005,DK,1747.9462324260016,Scandinavian,Nyhavn,4,50,4.5,60
3006,DK,1074.2234681276218,Cafes,Nyhavn,1,37,4.5,33
3007,DK,1370.1167801846823,Museums,Nyhavn,1,44,4.5,67
3008,DK,524.5988099435428,Modern European,Nyhavn,2,14,4.0,63
3009,DK,1053.2962400014626,Italian,Nyhavn,2,36,4.0,65
3010,DK,1084.8741713335298,Cafes,Nyhavn,1,39,4.0,52
3011,DK,227.708429022465,Sushi Bars,Nyhavn,2,5,4.5,33
3012,DK,1422.5356103101656,Coffee & Tea,Nyhavn,1,47,4.0,78
3013,DK,1021.2947378813028,Vegetarian,Nyhavn,1,35,4.0,92
3014,DK,668.5339210084054,Pubs,Nyhavn,2,23,4.5,32
3015,US,2025.3503569807006,American (Traditional),Ponte Vecchio,2,23,4.5,409
3016,US,16.061756533991637,Cooking Classes,Ponte Vecchio,3,3,5.0,61
3017,US,7.7458731623889,Thai,Ponte Vecchio,2,1,4.0,153
3018,US,1418.0928998245615,American (New),Ponte Vecchio,3,18,4.0,229
3019,US,12.314076588780692,Italian,Ponte Vecchio,2,2,3.5,145
3020,US,1697.4711247714943,Food Trucks,Ponte Vecchio,2,19,4.5,65
3021,US,2235.5822893380987,Sandwiches,Ponte Vecchio,1,26,4.5,60
3022,US,2439.0619626514376,Thai,Ponte Vecchio,2,32,4.0,114
3023,US,31.2784406586314,Pizza,Ponte Vecchio,2,4,3.5,54
3024,US,3248.9852376435456,Barbeque,Ponte Vecchio,2,39,3.5,269
3025,US,3204.823697184729,Cafes,Ponte Vecchio,2,38,4.0,117
3026,US,1272.7126957163246,Grocery,Ponte Vecchio,2,17,4.0,20
3027,US,2283.754346591503,Pizza,Ponte Vecchio,1,27,4.0,56
3028,US,3411.1604446636034,Latin American,Ponte Vecchio,2,41,3.0,148
3029,US,1096.3749673512307,Pizza,Ponte Vecchio,1,12,4.0,18
3030,US,2660.1735268366574,Steakhouses,Ponte Vecchio,2,34,3.5,107
3031,US,1983.3747967546508,Pizza,Ponte Vecchio,2,22,4.5,24
3032,US,1920.9978879698876,American (New),Ponte Vecchio,2,21,3.0,56
3033,US,1269.4795559036218,Bagels,Ponte Vecchio,1,16,3.5,33
3034,US,930.4701232250276,Diners,Ponte Vecchio,2,8,3.0,54
3035,US,3138.625980195785,Pizza,Ponte Vecchio,1,37,4.5,20
3036,US,3749.6862268483887,Steakhouses,Ponte Vecchio,2,44,3.0,67
3037,US,1059.6378423610538,Italian,Ponte Vecchio,2,9,3.0,14
3038,US,906.8387972199458,Bakeries,Ponte Vecchio,1,7,4.0,10
3039,US,4165.049125455301,Sandwiches,Ponte Vecchio,2,48,3.5,37
3040,US,1269.0815855812252,Pizza,Ponte Vecchio,2,15,2.5,17
3041,US,2313.1916877645726,Chinese,Ponte Vecchio,1,28,3.5,14
3042,US,1067.40535726511,Chinese,Ponte Vecchio,2,11,3.0,23
3043,US,63.09677914100951,Bars,Ponte Vecchio,1,6,3.5,3
3044,US,2925.9817719074144,Sandwiches,Ponte Vecchio,1,35,4.5,10
3045,US,2547.3561676338,Ice Cream & Frozen Yogurt,Ponte Vecchio,2,33,3.0,22
3046,US,3980.178252780515,Food Trucks,Ponte Vecchio,n/a,46,5.0,4
3047,US,2384.6315125824913,Chinese,Ponte Vecchio,1,30,4.0,12
3048,US,2339.2030247967746,Bars,Ponte Vecchio,n/a,29,5.0,4
3049,US,3414.02962634461,Pizza,Ponte Vecchio,1,42,3.5,22
3050,US,2414.0588124730457,Pizza,Ponte Vecchio,2,31,2.5,17
3051,US,2034.972018157048,Chicken Wings,Ponte Vecchio,1,24,4.0,3
3052,US,4094.456468325563,Mexican,Ponte Vecchio,1,47,2.0,45
3053,US,3336.722322137955,Italian,Ponte Vecchio,2,40,2.5,19
3054,US,33.44440434522261,Restaurants,Ponte Vecchio,n/a,5,4.0,1
3055,US,2059.0139487492575,Chinese,Ponte Vecchio,2,25,2.5,9
3056,US,3415.3950464156333,Coffee & Tea,Ponte Vecchio,1,43,3.5,10
3057,US,1060.1525679021113,Bars,Ponte Vecchio,1,10,3.0,2
3058,US,3022.45339939835,Coffee & Tea,Ponte Vecchio,1,36,2.5,8
3059,US,1250.5285427993388,Burgers,Ponte Vecchio,1,14,3.5,6
3060,US,4169.569686648779,Halal,Ponte Vecchio,1,49,3.5,4
3061,US,3888.9079431289288,Burgers,Ponte Vecchio,1,45,1.5,15
3062,US,1744.7836039373954,Fast Food,Ponte Vecchio,n/a,20,2.5,5
3063,US,1195.949379718854,Pizza,Ponte Vecchio,n/a,13,4.0,2
3064,US,25378.902145930148,Vegan,Ponte Vecchio,1,50,4.0,10
3065,GB,1105.1403636243263,Local Flavor,Loch Ness,n/a,1,4.5,17
3066,AU,662.8372039911892,Venues & Event Spaces,Sydney Harbor Bridge,n/a,8,4.5,247
3067,AU,1.701305552936188,Landmarks & Historical Buildings,Sydney Harbor Bridge,n/a,1,4.5,58
3068,AU,1323.308101578834,Chinese,Sydney Harbor Bridge,3,28,4.0,222
3069,AU,745.3510342710124,Coffee & Tea,Sydney Harbor Bridge,2,10,4.5,78
3070,AU,760.9779120770861,Japanese,Sydney Harbor Bridge,3,11,4.0,124
3071,AU,613.1175929654515,Modern Australian,Sydney Harbor Bridge,4,6,4.0,83
3072,AU,1535.9950580582886,Steakhouses,Sydney Harbor Bridge,4,34,4.0,115
3073,AU,1146.0092804239932,Cocktail Bars,Sydney Harbor Bridge,2,25,4.5,46
3074,AU,809.8527422406953,Bakeries,Sydney Harbor Bridge,1,15,4.5,53
3075,AU,1084.07467572465,Cafes,Sydney Harbor Bridge,3,23,4.0,91
3076,AU,2905.419421668933,Malaysian,Sydney Harbor Bridge,2,48,4.0,248
3077,AU,2841.5378766284903,Dim Sum,Sydney Harbor Bridge,2,47,4.0,248
3078,AU,1994.0081114369286,Bars,Sydney Harbor Bridge,3,38,4.5,108
3079,AU,820.5067627461523,Modern Australian,Sydney Harbor Bridge,2,17,4.0,78
3080,AU,2585.0556080200877,Cafes,Sydney Harbor Bridge,2,45,4.5,81
3081,AU,1030.9567004400749,Landmarks & Historical Buildings,Sydney Harbor Bridge,n/a,20,4.5,43
3082,AU,572.9530477030297,Breakfast & Brunch,Sydney Harbor Bridge,2,3,3.5,144
3083,AU,771.7474110799396,Australian,Sydney Harbor Bridge,3,12,4.0,52
3084,AU,606.6936887639974,Burgers,Sydney Harbor Bridge,2,5,4.0,53
3085,AU,645.1877488774976,Australian,Sydney Harbor Bridge,4,7,4.0,38
3086,AU,1518.4164752871543,Bars,Sydney Harbor Bridge,2,33,4.0,97
3087,AU,1517.1387345156518,Malaysian,Sydney Harbor Bridge,1,32,4.5,54
3088,AU,976.9686702696262,Seafood,Sydney Harbor Bridge,3,19,4.5,39
3089,AU,2555.7992133581765,Thai,Sydney Harbor Bridge,2,44,4.0,136
3090,AU,677.8840140389248,Italian,Sydney Harbor Bridge,2,9,3.5,69
3091,AU,2588.571475891899,French,Sydney Harbor Bridge,4,46,4.5,65
3092,AU,806.2852344980473,Modern Australian,Sydney Harbor Bridge,4,13,3.5,70
3093,AU,2495.1127380479143,Asian Fusion,Sydney Harbor Bridge,3,43,4.5,96
3094,AU,436.7207973477208,Bars,Sydney Harbor Bridge,2,2,4.5,17
3095,AU,809.2112023227378,Cafes,Sydney Harbor Bridge,2,14,4.0,35
3096,AU,1135.00345391501,Restaurants,Sydney Harbor Bridge,3,24,4.0,45
3097,AU,2103.0412068744113,Shopping Centers,Sydney Harbor Bridge,3,40,4.5,75
3098,AU,1083.5462013953593,Cocktail Bars,Sydney Harbor Bridge,3,22,4.0,39
3099,AU,1987.847511797982,Ramen,Sydney Harbor Bridge,2,37,4.0,124
