,Country,Distance,Food Type,Monument,Price,Rank of Distance,Rating,Review Count
1378,GB,399.60865953758116,Coffee & Tea,Buckingham Palace,1,2,4.5,97
1379,GB,1755.15283747087,British,Buckingham Palace,3,48,4.5,286
1380,GB,1551.8205404578173,Coffee & Tea,Buckingham Palace,2,43,4.0,420
1381,GB,1351.4314648770605,Vegan,Buckingham Palace,2,31,4.0,256
1382,GB,853.8900016865377,Desserts,Buckingham Palace,4,10,4.0,153
1383,GB,1444.834642743164,Mexican,Buckingham Palace,2,35,4.0,293
1384,GB,1008.9046213368779,Seafood,Buckingham Palace,3,15,4.5,113
1385,GB,907.7934893189174,Pubs,Buckingham Palace,2,12,4.0,156
1386,GB,1497.561282671471,Chinese,Buckingham Palace,1,42,4.0,259
1387,GB,1484.2569459751003,Thai,Buckingham Palace,2,40,4.0,354
1388,GB,784.7510286904691,Indian,Buckingham Palace,3,8,4.5,93
1389,GB,1213.9657772966734,Landmarks & Historical Buildings,Buckingham Palace,n/a,22,4.0,190
1390,GB,1089.0006743960591,Indian,Buckingham Palace,4,18,4.0,140
1391,GB,1784.3471454665635,Coffee & Tea,Buckingham Palace,2,49,4.5,272
1392,GB,1588.7382841126841,Fish & Chips,Buckingham Palace,2,45,4.0,222
1393,GB,1387.3180163704899,Japanese,Buckingham Palace,2,33,3.5,329
1394,GB,1620.0128687444185,Steakhouses,Buckingham Palace,2,47,4.5,114
1395,GB,1004.4226568251489,Coffee & Tea,Buckingham Palace,2,14,4.5,114
1396,GB,1483.6573629459422,Italian,Buckingham Palace,2,39,4.0,285
1397,GB,1439.2195455319254,Pubs,Buckingham Palace,1,34,4.5,121
1398,GB,1369.7870268890615,Taiwanese,Buckingham Palace,2,32,4.0,147
1399,GB,767.859979688691,Fish & Chips,Buckingham Palace,1,7,4.0,147
1400,GB,1873.97786325442,Indian,Buckingham Palace,2,50,4.0,411
1401,GB,1247.7125771010378,Breakfast & Brunch,Buckingham Palace,2,24,4.0,172
1402,GB,1261.1226549250773,Middle Eastern,Buckingham Palace,3,26,4.5,71
1403,GB,1272.1890875670776,Italian,Buckingham Palace,3,28,4.0,154
1404,FR,1.081099890541648,Landmarks & Historical Buildings,Versailles,n/a,1,4.5,515
1405,FR,73.25040047549585,Parks,Versailles,n/a,2,4.5,63
1406,FR,675.8179421884448,French,Versailles,4,20,5.0,23
1407,FR,811.1542995989719,French,Versailles,2,28,4.0,67
1408,FR,575.6821916388856,French,Versailles,3,13,4.0,34
1409,FR,161.09466227899807,Coffee & Tea,Versailles,3,4,3.5,54
1410,FR,459.84252759418183,French,Versailles,2,10,5.0,13
1411,FR,479.0209488973052,Creperies,Versailles,2,11,4.0,29
1412,FR,410.4470193494947,French,Versailles,3,7,4.5,19
1413,FR,1240.695307326942,Moroccan,Versailles,2,48,4.0,30
1414,FR,301.9456476259663,Oriental,Versailles,3,5,4.5,14
1415,FR,577.7304189990267,Creperies,Versailles,1,14,4.0,26
1416,FR,570.7638384008591,French,Versailles,3,12,3.5,34
1417,FR,685.3381748340752,French,Versailles,2,22,3.5,36
1418,FR,592.9252184698804,Pizza,Versailles,2,17,4.5,21
1419,FR,582.1578368962467,French,Versailles,3,15,3.5,32
1420,FR,457.7575427699629,American (Traditional),Versailles,2,8,3.5,46
1421,FR,760.6125794795778,Wine Bars,Versailles,2,26,4.5,12
1422,FR,950.951778274406,Bistros,Versailles,2,42,3.5,31
1423,FR,458.6248839890283,Bars,Versailles,2,9,3.5,33
1424,FR,1058.7950758804,French,Versailles,2,46,4.0,29
1425,FR,981.4905828363943,Brasseries,Versailles,2,44,4.5,12
1426,FR,874.835995414001,Thai,Versailles,2,33,4.0,15
1427,FR,154.9383349710762,French,Versailles,3,3,4.0,16
1428,FR,1023.7634163358907,Creperies,Versailles,2,45,4.5,14
1429,FR,752.5157390212987,Thai,Versailles,2,25,4.0,17
1430,FR,919.235587077132,Moroccan,Versailles,2,40,4.0,17
1431,FR,928.1888863300453,French,Versailles,3,41,3.5,28
1432,FR,1579.6574743787717,French,Versailles,2,49,3.0,57
1433,FR,605.265391380631,Pubs,Versailles,1,18,4.0,11
1434,FR,833.2059549399168,Italian,Versailles,3,32,4.0,12
1435,FR,919.235587077132,French,Versailles,3,39,4.0,21
1436,FR,876.8890671783753,Burgers,Versailles,2,34,4.0,14
1437,FR,822.2127497288976,French,Versailles,4,31,4.0,16
1438,FR,912.6282675544747,French,Versailles,2,38,4.0,17
1439,FR,889.9104538643097,Bars,Versailles,2,35,4.0,20
1440,FR,964.2467063599842,Bars,Versailles,2,43,3.5,26
1441,FR,726.7117656372283,Fast Food,Versailles,1,24,3.5,15
1442,FR,360.1503931209787,Brasseries,Versailles,2,6,4.5,8
1443,FR,589.1994195790306,Creperies,Versailles,2,16,3.5,22
1444,FR,666.0192831769327,Buffets,Versailles,3,19,4.0,12
1445,FR,794.3992676170313,Coffee & Tea,Versailles,2,27,3.5,17
1446,FR,816.8773285980291,French,Versailles,2,30,5.0,9
1447,FR,901.2812991768874,French,Versailles,n/a,36,4.5,7
1448,FR,712.7083434674312,Italian,Versailles,2,23,5.0,7
1449,FR,1624.5362996654517,Bistros,Versailles,3,50,5.0,8
1450,FR,813.7964451390251,Italian,Versailles,3,29,3.5,19
1451,FR,1078.3566430062183,Botanical Gardens,Versailles,n/a,47,4.5,7
1452,FR,684.486614717514,Japanese,Versailles,3,21,3.5,19
1453,FR,906.6794433623545,French,Versailles,3,37,3.5,15
1454,DE,0.9561386383180777,Landmarks & Historical Buildings,Neuschwanstein Castle,n/a,1,4.0,228
1455,DE,891.8679949225702,Landmarks & Historical Buildings,Neuschwanstein Castle,n/a,8,4.5,45
1456,DE,115.35976254355462,Cafes,Neuschwanstein Castle,2,3,4.0,23
1457,DE,277.03245185843735,Landmarks & Historical Buildings,Neuschwanstein Castle,n/a,4,4.5,13
1458,DE,2273.0094157082162,Bavarian,Neuschwanstein Castle,2,20,4.5,23
1459,DE,891.8679949225702,German,Neuschwanstein Castle,3,9,3.5,22
1460,DE,2176.678538555862,German,Neuschwanstein Castle,2,16,4.0,25
1461,DE,1070.99374865917,German,Neuschwanstein Castle,2,13,3.5,10
1462,DE,693.3473771971778,German,Neuschwanstein Castle,2,6,3.0,8
1463,DE,665.8675710044815,Restaurants,Neuschwanstein Castle,n/a,5,3.0,8
1464,DE,2452.7902249389317,German,Neuschwanstein Castle,n/a,28,4.5,5
1465,DE,2694.745425203996,German,Neuschwanstein Castle,4,29,5.0,2
1466,DE,2412.2631662696153,Bavarian,Neuschwanstein Castle,2,26,3.5,11
1467,DE,3670.990561155375,Breakfast & Brunch,Neuschwanstein Castle,n/a,33,3.5,8
1468,DE,1969.4675161819835,German,Neuschwanstein Castle,n/a,14,4.5,2
1469,DE,2443.5454127022836,Hotels & Travel,Neuschwanstein Castle,2,27,4.5,4
1470,DE,9.883686152387922,Bistros,Neuschwanstein Castle,n/a,2,4.0,1
1471,DE,2384.156780010854,Bavarian,Neuschwanstein Castle,n/a,25,4.0,4
1472,DE,2185.588599601178,Chinese,Neuschwanstein Castle,n/a,17,3.5,4
1473,DE,2345.561961898455,Pizza,Neuschwanstein Castle,2,24,4.0,6
1474,DE,4174.747116229583,Guest Houses,Neuschwanstein Castle,2,35,3.5,7
1475,DE,2273.2592346589067,Pizza,Neuschwanstein Castle,2,21,3.5,3
1476,DE,4368.413251364334,German,Neuschwanstein Castle,2,37,4.5,3
1477,DE,1040.6940729842372,Bavarian,Neuschwanstein Castle,n/a,12,2.0,4
1478,DE,2899.474262100507,German,Neuschwanstein Castle,4,30,3.5,4
1479,DE,957.4394530693645,Bavarian,Neuschwanstein Castle,n/a,10,3.0,1
1480,DE,2207.3608930011674,Cafes,Neuschwanstein Castle,n/a,19,4.0,1
1481,DE,1033.7590956137567,Hotels,Neuschwanstein Castle,n/a,11,3.5,2
1482,DE,4147.251321007179,German,Neuschwanstein Castle,n/a,34,5.0,1
1483,DE,2205.1748019093343,Hotels,Neuschwanstein Castle,n/a,18,3.0,1
1484,DE,3633.081039708304,Hotels & Travel,Neuschwanstein Castle,2,32,4.5,3
1485,DE,736.8181863240812,Bavarian,Neuschwanstein Castle,n/a,7,1.0,1
1486,DE,2171.0008430597727,Chinese,Neuschwanstein Castle,2,15,1.0,1
1487,DE,3412.721743256469,Cafes,Neuschwanstein Castle,3,31,1.0,1
1488,DE,2315.1054024824316,Beer Garden,Neuschwanstein Castle,n/a,23,5.0,1
1489,DE,2285.7688565638837,Vietnamese,Neuschwanstein Castle,n/a,22,5.0,2
1490,DE,4298.592254330524,Vacation Rentals,Neuschwanstein Castle,n/a,36,2.0,2
1491,CH,1571.0731356802419,Restaurants,Matterhorn,2,1,5.0,2
1492,IT,4917.851367877621,Italian,Matterhorn,2,5,4.0,3
1493,IT,3476.5048856751055,Italian,Matterhorn,n/a,2,5.0,1
1494,IT,4871.820757116869,Italian,Matterhorn,2,4,4.5,2
1495,CH,3809.920064458442,Swiss Food,Matterhorn,3,3,3.0,4
1496,IT,4927.592377225105,Creperies,Matterhorn,n/a,6,5.0,1
1497,IT,5051.359530254671,Pizza,Matterhorn,n/a,7,4.0,1
1498,IT,355.7037139226012,Italian,Pompeii,2,14,5.0,93
1499,IT,1513.5689479333896,Museums,Pompeii,n/a,43,4.5,104
1500,IT,691.246869284952,Italian,Pompeii,3,30,5.0,11
1501,IT,173.60093579249437,Italian,Pompeii,n/a,5,4.0,11
1502,IT,387.8059231624194,Ice Cream & Frozen Yogurt,Pompeii,2,19,4.5,10
1503,IT,461.8816137037762,Italian,Pompeii,n/a,24,5.0,9
1504,IT,136.49043219754395,Italian,Pompeii,4,4,5.0,3
1505,IT,110.58729485055474,Cucina campana,Pompeii,3,3,5.0,4
1506,IT,301.9495008232629,Lounges,Pompeii,n/a,11,5.0,6
1507,IT,379.77547732229465,Italian,Pompeii,3,18,4.0,8
1508,IT,395.6940353710121,Italian,Pompeii,2,22,4.5,4
1509,IT,551.3109664406761,Sushi Bars,Pompeii,3,27,3.5,9
1510,IT,183.5400741022448,Cocktail Bars,Pompeii,1,6,4.5,3
1511,IT,247.7218751361892,Pizza,Pompeii,2,10,4.0,8
1512,IT,305.62365407557434,Italian,Pompeii,n/a,12,4.5,3
1513,IT,1630.664521987747,Pizza,Pompeii,1,44,5.0,2
1514,IT,739.2913719281814,Pizza,Pompeii,1,31,3.5,3
1515,IT,357.95675176848073,Lounges,Pompeii,3,15,3.0,7
1516,IT,1207.8247635810728,Napoletana,Pompeii,2,38,3.0,5
1517,IT,213.64001851251848,Sandwiches,Pompeii,n/a,9,5.0,1
1518,IT,395.57778662045587,Italian,Pompeii,n/a,21,5.0,1
1519,IT,366.9833136515407,Bars,Pompeii,2,16,5.0,1
1520,IT,475.87573904077476,Italian,Pompeii,n/a,25,5.0,1
1521,IT,684.039937008371,Chinese,Pompeii,n/a,29,3.0,4
1522,IT,564.9937889897908,Bars,Pompeii,n/a,28,4.5,2
1523,IT,747.0652160994055,Irish Pub,Pompeii,2,33,5.0,1
1524,IT,323.0308800389729,Italian,Pompeii,2,13,3.5,2
1525,IT,393.39729891522626,Pizza,Pompeii,n/a,20,3.5,2
1526,IT,1228.8699853747307,Italian,Pompeii,1,39,4.0,2
1527,IT,1305.4140848371903,Italian,Pompeii,2,40,2.5,6
1528,IT,1823.4759793460248,Italian,Pompeii,2,48,3.0,6
1529,IT,1016.0630419662257,Landmarks & Historical Buildings,Pompeii,n/a,35,5.0,1
1530,IT,1069.648779751274,Hotels & Travel,Pompeii,n/a,37,5.0,1
1531,IT,190.81789705846552,Pubs,Pompeii,2,7,3.0,3
1532,IT,2255.403864681819,Spanish,Pompeii,4,50,3.5,3
1533,IT,208.5975899024752,Cocktail Bars,Pompeii,1,8,3.0,2
1534,IT,1333.8979263131214,Seafood,Pompeii,n/a,41,5.0,2
1535,IT,1749.3062334345068,Moroccan,Pompeii,n/a,46,4.0,2
1536,IT,484.68203691576787,Bars,Pompeii,n/a,26,4.0,1
1537,IT,371.4647600956965,Bars,Pompeii,n/a,17,4.0,1
1538,IT,406.9114608128055,Steakhouses,Pompeii,1,23,4.0,1
1539,IT,1675.2245439334622,Pizza,Pompeii,2,45,5.0,1
1540,IT,745.1146085348782,Salumerie,Pompeii,2,32,4.5,2
1541,IT,1373.3149733414582,Italian,Pompeii,2,42,3.5,4
1542,IT,2099.13445175266,Italian,Pompeii,n/a,49,5.0,1
1543,IT,4.554925397040824e-09,Bars,Pompeii,n/a,1,3.0,1
1544,IT,1794.3505033989115,Italian,Pompeii,n/a,47,3.0,3
1545,IT,7.2305659006403,Pizza,Pompeii,n/a,2,3.0,1
1546,IT,987.3096241286526,Cucina campana,Pompeii,n/a,34,4.0,1
1547,IT,1025.159558924909,Seafood,Pompeii,3,36,3.0,2
1548,IT,527.9039414947795,Sandwiches,Florence Cathedral,1,29,4.5,858
1549,IT,443.3751706917052,Italian,Florence Cathedral,2,20,4.5,530
1550,IT,501.2622537960768,Tuscan,Florence Cathedral,3,26,4.5,429
1551,IT,515.6670620176421,Italian,Florence Cathedral,2,28,4.5,290
1552,IT,396.62308055958647,Italian,Florence Cathedral,2,14,4.0,588
1553,IT,642.2868923568511,Ice Cream & Frozen Yogurt,Florence Cathedral,1,39,4.5,264
1554,IT,563.5566285655337,Tuscan,Florence Cathedral,2,32,4.5,181
1555,IT,485.9976851460059,Pizza,Florence Cathedral,1,24,4.5,147
1556,IT,404.5288076969767,Tuscan,Florence Cathedral,2,16,4.5,168
1557,IT,515.617202327019,Museums,Florence Cathedral,2,27,4.5,196
1558,IT,203.74645017110115,Italian,Florence Cathedral,3,6,4.5,118
1559,IT,714.3180054983205,Tuscan,Florence Cathedral,3,45,4.5,166
1560,IT,284.5808816585051,Sandwiches,Florence Cathedral,1,10,4.5,141
1561,IT,365.07469835224003,Tuscan,Florence Cathedral,2,12,4.5,145
1562,IT,81.5120063332599,Churches,Florence Cathedral,n/a,2,4.5,68
1563,IT,550.9043629146254,Tuscan,Florence Cathedral,4,30,4.5,158
1564,IT,658.279490610934,Diners,Florence Cathedral,2,41,4.5,126
1565,IT,585.1322225670586,Local Flavor,Florence Cathedral,n/a,34,4.5,162
1566,IT,939.9302876547421,Italian,Florence Cathedral,1,50,4.5,343
1567,IT,638.8489193719417,Tuscan,Florence Cathedral,3,38,4.5,145
1568,IT,718.9510552563643,Trattorie,Florence Cathedral,3,46,4.5,93
1569,IT,459.59125730459124,Sandwiches,Florence Cathedral,1,23,5.0,82
1570,IT,147.9735949852543,Sandwiches,Florence Cathedral,1,5,5.0,50
1571,IT,398.77911608404685,Sicilian,Florence Cathedral,1,15,4.5,71
1572,IT,411.4562061988062,Tuscan,Florence Cathedral,1,17,4.5,119
1573,IT,816.8345240883702,Italian,Florence Cathedral,3,49,4.0,161
1574,IT,264.7055235646667,Pizza,Florence Cathedral,2,8,4.0,124
1575,IT,666.3042094115898,Cosmetics & Beauty Supply,Florence Cathedral,3,42,4.5,64
1576,IT,271.9980917079024,Italian,Florence Cathedral,1,9,4.5,68
1577,IT,345.218770644972,Cocktail Bars,Florence Cathedral,2,11,4.0,136
1578,IT,590.4833429750327,Cafes,Florence Cathedral,2,35,4.5,118
1579,IT,426.9716859751654,Italian,Florence Cathedral,2,19,4.5,90
1580,IT,565.7909468365968,Tuscan,Florence Cathedral,3,33,4.0,212
1581,IT,631.5191042090902,Cafes,Florence Cathedral,2,37,4.5,84
1582,IT,424.7162357642331,Museums,Florence Cathedral,n/a,18,4.5,43
1583,IT,713.6332474693269,Pizza,Florence Cathedral,2,44,4.5,76
1584,IT,494.6864551835988,Tuscan,Florence Cathedral,2,25,4.5,84
1585,IT,745.2831033591361,"Beer, Wine & Spirits",Florence Cathedral,2,47,4.5,60
1586,IT,647.4899987685005,Tuscan,Florence Cathedral,3,40,4.5,63
1587,IT,119.90067873064902,Italian,Florence Cathedral,2,4,4.5,53
1588,IT,451.0722599767789,Italian,Florence Cathedral,2,22,4.5,100
1589,IT,58.209925780817024,Landmarks & Historical Buildings,Florence Cathedral,n/a,1,5.0,30
1590,IT,115.00437637421712,Wine Bars,Florence Cathedral,2,3,4.0,86
1591,IT,691.7198157767502,Italian,Florence Cathedral,3,43,4.0,125
1592,IT,249.3872806604991,Vegan,Florence Cathedral,3,7,4.5,70
1593,IT,372.35989416911195,Gluten-Free,Florence Cathedral,2,13,5.0,43
1594,IT,449.747189838818,Mexican,Florence Cathedral,1,21,4.5,64
1595,IT,612.9066408255754,Tuscan,Florence Cathedral,3,36,4.5,75
1596,IT,559.6774882313533,Sandwiches,Florence Cathedral,1,31,4.5,51
1597,IT,751.896434180916,Tuscan,Florence Cathedral,3,48,4.0,126
1598,GB,274.28090342834923,Landmarks & Historical Buildings,Edinburgh Castle,n/a,3,4.5,386
1599,GB,552.3084988473977,Wine Bars,Edinburgh Castle,2,21,4.5,282
1600,GB,368.2690640242523,Fast Food,Edinburgh Castle,1,11,4.5,247
1601,GB,488.9239927082668,Modern European,Edinburgh Castle,2,18,4.0,190
1602,GB,324.01759852023474,Juice Bars & Smoothies,Edinburgh Castle,1,4,4.5,142
1603,GB,886.8632545711225,Delis,Edinburgh Castle,1,48,4.5,187
1604,GB,640.3898763398337,British,Edinburgh Castle,2,33,4.0,175
1605,GB,471.0401263090154,Breweries,Edinburgh Castle,2,16,4.5,118
1606,GB,330.9310333465836,Local Flavor,Edinburgh Castle,n/a,5,4.5,124
1607,GB,736.1253409469801,Fast Food,Edinburgh Castle,1,41,4.5,134
1608,GB,785.9868320184813,Landmarks & Historical Buildings,Edinburgh Castle,n/a,42,4.5,101
1609,GB,669.8111417702343,British,Edinburgh Castle,2,36,4.0,168
1610,GB,846.247770837473,Coffee & Tea,Edinburgh Castle,2,44,4.5,102
1611,GB,441.07628556717884,Seafood,Edinburgh Castle,2,15,4.0,108
1612,GB,358.82374477257457,Seafood,Edinburgh Castle,2,10,4.0,95
1613,GB,722.8503966568848,Cocktail Bars,Edinburgh Castle,2,40,4.5,76
1614,GB,673.1923113472548,Ice Cream & Frozen Yogurt,Edinburgh Castle,1,37,5.0,46
1615,GB,626.8376466142254,Indian,Edinburgh Castle,2,32,4.5,85
1616,GB,1450.9447669426434,Landmarks & Historical Buildings,Edinburgh Castle,n/a,50,4.5,112
1617,GB,655.0203278086132,Chicken Wings,Edinburgh Castle,1,35,4.0,90
1618,GB,826.7287800086955,Fast Food,Edinburgh Castle,1,43,4.5,104
1619,GB,414.85696498133655,Scottish,Edinburgh Castle,2,13,4.0,104
1620,GB,620.5233164766835,Champagne Bars,Edinburgh Castle,3,29,4.0,116
1621,GB,1240.7499377712809,Coffee & Tea,Edinburgh Castle,2,49,4.5,135
1622,GB,336.78221959086096,Japanese,Edinburgh Castle,2,7,4.0,71
1623,GB,554.3763673450453,Bars,Edinburgh Castle,3,22,4.5,72
1624,GB,267.7168669049198,British,Edinburgh Castle,3,1,3.5,177
1625,GB,501.71999815158733,Italian,Edinburgh Castle,2,19,4.0,104
1626,GB,597.0424586320754,Local Flavor,Edinburgh Castle,n/a,27,4.0,126
1627,GB,600.4019881411225,Landmarks & Historical Buildings,Edinburgh Castle,n/a,28,4.5,40
1628,GB,621.8108502527951,Pubs,Edinburgh Castle,2,30,4.0,89
1629,GB,372.93243775875374,Chocolatiers & Shops,Edinburgh Castle,2,12,4.5,45
1630,GB,429.07173153386793,Steakhouses,Edinburgh Castle,2,14,4.5,53
1631,GB,482.68552610147054,Seafood,Edinburgh Castle,3,17,4.5,60
1632,GB,685.2576157526461,Cocktail Bars,Edinburgh Castle,2,38,4.5,58
1633,GB,579.0373948544536,Mexican,Edinburgh Castle,2,24,4.5,62
1634,GB,333.0301840348796,Breakfast & Brunch,Edinburgh Castle,1,6,4.5,42
1635,GB,569.3711376808619,Pubs,Edinburgh Castle,2,23,4.5,58
1636,GB,866.5156404988415,British,Edinburgh Castle,2,45,4.0,116
1637,GB,267.8625124064162,British,Edinburgh Castle,3,2,4.5,39
1638,GB,584.2676063672421,Seafood,Edinburgh Castle,3,26,4.0,64
1639,GB,868.8465049363197,Indian,Edinburgh Castle,2,46,4.0,93
1640,GB,709.3314514327942,British,Edinburgh Castle,2,39,4.0,74
1641,GB,583.4429475592485,Coffee & Tea,Edinburgh Castle,1,25,4.0,68
1642,GB,643.9202338279947,Scottish,Edinburgh Castle,3,34,4.5,42
1643,GB,357.27402267530107,Pubs,Edinburgh Castle,2,9,4.0,71
1644,GB,885.6859808730267,Coffee & Tea,Edinburgh Castle,2,47,4.5,40
1645,GB,349.0722566057239,Modern European,Edinburgh Castle,3,8,4.5,49
1646,GB,501.8798960979233,Italian,Edinburgh Castle,2,20,4.0,68
1647,GB,624.7579071821367,Bars,Edinburgh Castle,2,31,4.0,74
1648,BR,2.734195521306722,Landmarks & Historical Buildings,"Christ the Redeemer - Rio De Janerio, Brazil",n/a,1,5.0,164
1649,BR,1068.356595930081,Parks,"Christ the Redeemer - Rio De Janerio, Brazil",n/a,4,4.5,52
1650,BR,1640.8748342627352,Gastropubs,"Christ the Redeemer - Rio De Janerio, Brazil",3,17,4.5,33
1651,BR,2231.134086150002,Burgers,"Christ the Redeemer - Rio De Janerio, Brazil",2,26,4.5,64
1652,BR,3632.873551331407,French,"Christ the Redeemer - Rio De Janerio, Brazil",4,47,4.5,57
1653,BR,3926.591910840695,Brazilian,"Christ the Redeemer - Rio De Janerio, Brazil",3,49,4.5,103
1654,BR,1731.6106015051143,Pizza,"Christ the Redeemer - Rio De Janerio, Brazil",2,19,4.0,29
1655,BR,3444.2816086921275,Brazilian,"Christ the Redeemer - Rio De Janerio, Brazil",2,42,4.0,68
1656,BR,1123.4895822337162,Pizza,"Christ the Redeemer - Rio De Janerio, Brazil",3,5,4.0,27
1657,BR,3202.8506927935437,Bars,"Christ the Redeemer - Rio De Janerio, Brazil",1,35,4.5,51
1658,BR,1536.324576320489,Bakeries,"Christ the Redeemer - Rio De Janerio, Brazil",2,14,4.5,14
1659,BR,2182.519113761991,Gastropubs,"Christ the Redeemer - Rio De Janerio, Brazil",2,24,4.5,22
1660,BR,1810.5138182139735,Vegetarian,"Christ the Redeemer - Rio De Janerio, Brazil",2,20,5.0,14
1661,BR,1625.8081296012408,Peruvian,"Christ the Redeemer - Rio De Janerio, Brazil",3,16,4.5,22
1662,BR,1137.907436597747,Latin American,"Christ the Redeemer - Rio De Janerio, Brazil",2,7,4.0,21
1663,BR,2534.566034119488,Gastropubs,"Christ the Redeemer - Rio De Janerio, Brazil",2,29,4.5,35
1664,BR,2440.5605311888153,Bakeries,"Christ the Redeemer - Rio De Janerio, Brazil",2,28,4.0,42
1665,BR,1130.8587244128403,Restaurants,"Christ the Redeemer - Rio De Janerio, Brazil",4,6,5.0,10
1666,BR,1500.6392451018532,Brazilian,"Christ the Redeemer - Rio De Janerio, Brazil",3,11,4.0,22
1667,BR,1482.398148306906,Brazilian,"Christ the Redeemer - Rio De Janerio, Brazil",2,9,4.0,24
1668,BR,1879.272456545406,Modern European,"Christ the Redeemer - Rio De Janerio, Brazil",3,21,4.5,16
1669,BR,3802.2367688449617,Seafood,"Christ the Redeemer - Rio De Janerio, Brazil",2,48,4.0,75
1670,BR,2981.3356274020816,Brazilian,"Christ the Redeemer - Rio De Janerio, Brazil",2,33,4.5,28
1671,BR,3573.6834871568462,American (Traditional),"Christ the Redeemer - Rio De Janerio, Brazil",2,46,4.0,46
1672,BR,2244.911750983321,Bars,"Christ the Redeemer - Rio De Janerio, Brazil",2,27,4.5,22
1673,BR,2855.3220532253645,Dive Bars,"Christ the Redeemer - Rio De Janerio, Brazil",2,31,4.5,26
1674,BR,1049.1009500571615,Mexican,"Christ the Redeemer - Rio De Janerio, Brazil",2,3,3.5,30
1675,BR,3350.517701134627,Breakfast & Brunch,"Christ the Redeemer - Rio De Janerio, Brazil",2,39,4.0,32
1676,BR,4185.005525099345,Brazilian,"Christ the Redeemer - Rio De Janerio, Brazil",2,50,4.0,49
1677,BR,3484.718297404789,Cocktail Bars,"Christ the Redeemer - Rio De Janerio, Brazil",3,45,4.0,30
1678,BR,2892.658052595597,Pubs,"Christ the Redeemer - Rio De Janerio, Brazil",3,32,4.0,29
1679,BR,1986.35501957907,Dance Clubs,"Christ the Redeemer - Rio De Janerio, Brazil",2,23,4.0,26
1680,BR,1514.6738812178564,Brazilian,"Christ the Redeemer - Rio De Janerio, Brazil",3,13,4.5,13
1681,BR,2718.653427971583,Burgers,"Christ the Redeemer - Rio De Janerio, Brazil",2,30,3.5,46
1682,BR,1718.9563906516607,Japanese,"Christ the Redeemer - Rio De Janerio, Brazil",3,18,4.0,21
1683,BR,3454.7760449391776,Dive Bars,"Christ the Redeemer - Rio De Janerio, Brazil",3,44,4.0,41
1684,BR,2225.32399845794,Japanese,"Christ the Redeemer - Rio De Janerio, Brazil",4,25,4.5,13
1685,BR,3304.949865430074,Salad,"Christ the Redeemer - Rio De Janerio, Brazil",2,38,4.0,41
1686,BR,1179.998375238473,Landmarks & Historical Buildings,"Christ the Redeemer - Rio De Janerio, Brazil",n/a,8,5.0,5
1687,BR,1897.8407378830143,Bistros,"Christ the Redeemer - Rio De Janerio, Brazil",n/a,22,5.0,7
1688,BR,3397.3089403244144,Steakhouses,"Christ the Redeemer - Rio De Janerio, Brazil",3,40,4.0,43
1689,BR,3445.387068768062,Brazilian,"Christ the Redeemer - Rio De Janerio, Brazil",3,43,4.0,27
1690,BR,3176.66100597312,Bistros,"Christ the Redeemer - Rio De Janerio, Brazil",2,34,4.0,29
1691,BR,913.7598844359381,Cafes,"Christ the Redeemer - Rio De Janerio, Brazil",3,2,4.0,9
1692,BR,3276.7750843277904,Seafood,"Christ the Redeemer - Rio De Janerio, Brazil",3,36,4.5,16
1693,BR,3432.0978759236455,Spanish,"Christ the Redeemer - Rio De Janerio, Brazil",2,41,4.0,29
1694,BR,3304.949865430074,Breakfast & Brunch,"Christ the Redeemer - Rio De Janerio, Brazil",2,37,4.0,27
1695,BR,1604.4341685144607,Pizza,"Christ the Redeemer - Rio De Janerio, Brazil",2,15,4.5,9
1696,BR,1502.185178864204,Pizza,"Christ the Redeemer - Rio De Janerio, Brazil",2,12,4.0,11
1697,BR,1485.7791843571881,Japanese,"Christ the Redeemer - Rio De Janerio, Brazil",3,10,4.0,13
1698,CA,602.9473500349408,Thai,CN Tower,2,5,4.5,1672
1699,CA,548.9103962953981,Mediterranean,CN Tower,3,3,4.5,597
1700,CA,670.7297221145392,Thai,CN Tower,2,10,4.0,1301
1701,CA,1058.7263938416772,Sandwiches,CN Tower,1,30,4.5,984
1702,CA,1161.888481924902,Canadian (New),CN Tower,3,39,4.5,559
1703,CA,0.7137319321719104,Landmarks & Historical Buildings,CN Tower,n/a,1,4.0,565
1704,CA,934.9675222201579,Steakhouses,CN Tower,4,24,4.5,453
1705,CA,627.1841119809338,Canadian (New),CN Tower,4,7,4.0,564
1706,CA,793.4401397560039,Japanese,CN Tower,3,15,4.0,513
1707,CA,674.6456599163562,Sandwiches,CN Tower,2,11,4.5,319
1708,CA,1697.2565338426818,Mexican,CN Tower,1,48,4.5,994
1709,CA,1137.4921885180531,German,CN Tower,2,37,4.0,641
1710,CA,798.5841399645162,Japanese,CN Tower,3,17,4.0,397
1711,CA,22.713887646417064,Canadian (New),CN Tower,4,2,3.5,650
1712,CA,1086.6443365104735,Asian Fusion,CN Tower,3,31,4.0,508
1713,CA,1100.2348359086454,Italian,CN Tower,2,33,4.0,729
1714,CA,1133.9455705859398,Canadian (New),CN Tower,2,36,4.0,565
1715,CA,975.539352009243,Bars,CN Tower,4,25,4.5,180
1716,CA,623.4823205262924,Bars,CN Tower,2,6,4.0,277
1717,CA,2101.2593831936733,Japanese,CN Tower,2,50,4.0,1249
